Scenario,Attribute,Process,Period,Region,Vintage,Timeslice,Pv
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2045,VA,2045,S01WD1P,0.936032217268543
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S04WD1Z,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2045,VA,2045,S01WD1B,1.00475915683241
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S04WD1P,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S04WD1C,0.632134790519717
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2045,VA,2045,S01WD1A,3.14603131728755
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S04WD1B,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2040,VA,2040,S04WD1A,3.35884534150773
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2040,VA,2040,S02WD1A,1.57981160785293
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S04WD1A,0.553117941711426
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2035,VA,2035,S04WD2C,5.19212282052991
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD2Z,1.00290615803968
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S04WD2Z,2.07959535283309
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD2P,0.401162463205195
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD2C,1.60464985284748
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S04WD2A,3.90928548310336
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD2B,0.401162463205195
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S04WD1Z,1.2518278642031
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD2A,1.40406862124488
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S04WD1P,0.430192791526234
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD1Z,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S03WD2Z,8.71715588106742
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD1P,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S03WD2P,3.06011692246528
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD1C,0.632134790519717
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S03WD2C,8.24440425930825
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD1B,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S03WD1A,0.553117941711426
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S03WD1Z,3.40088360830562
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD2Z,0.987710610183721
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S03WD1P,1.0691886263237
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD2P,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S03WD1C,3.80185065569222
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD2C,1.58033697629929
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S03WD1A,1.38421181991899
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD2B,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD2A,1.38279485425187
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S02WD2Z,6.99541654036258
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD1Z,0.410279791924112
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S02WD1C,1.5585606013751
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S02WD1A,2.28045154979568
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD1P,0.164111916780323
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD2Z,4.93520722726792
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD1C,0.6564476670679
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD2P,0.54662801758775
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD1B,0.164111916780323
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD2A,3.0533982859504
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S02WD1A,0.574391708704434
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD1Z,1.08324486066955
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD2Z,1.00290615803968
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD2P,0.401162463205195
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD1P,0.420391381100307
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD2C,1.60464985284748
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD1C,1.28836995705829
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD2B,0.401162463205195
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD1B,0.447250197848422
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD2A,1.40406862124488
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2030,VA,2030,S01WD1A,1.12403205050559
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD1Z,0.379888696238883
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD1P,0.151955478479536
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD2Z,5.47622489526112
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD1C,0.607821913971534
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD2P,0.319587208937224
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD1B,0.151955478479536
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD2C,4.38193696946269
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2023,PA,2023,S01WD1A,0.531844174718418
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD2B,0.9282087198342
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S04WD2Z,0.987710610183721
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD1Z,2.53359588984019
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S04WD2C,1.58033697629929
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD1P,0.762121050756717
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S04WD2B,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD1C,5.54723618466336
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S04WD2A,1.38279485425187
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S04WD1A,1.79685626367328
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S04WD1C,0.632134790519717
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD2Z,7.82161433254229
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S04WD1A,0.553117941711426
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD2P,3.98210709476844
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S03WD2Z,1.00290615803968
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD2C,9.29950364844093
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S03WD2C,1.60464985284748
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD2A,2.46390680697916
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S03WD2A,1.40406862124488
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD1Z,4.39145151450167
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S03WD1Z,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S03WD1P,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S03WD1C,0.632134790519717
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S03WD1A,0.553117941711426
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD1P,1.57729823648563
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S02WD2Z,0.857933976474829
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD1C,1.77230907733644
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S02WD2P,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD1B,0.511248463233904
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S02WD2C,1.58033697629929
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S03WD1A,5.00419067831877
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S02WD2B,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD2Z,3.23329876336889
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S02WD2A,1.38279485425187
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD2P,2.1164378119753
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S02WD1C,0.6564476670679
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD2C,6.47147213975042
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S02WD1A,0.574391708704434
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD2B,0.537421976556628
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S01WD2Z,1.00290615803968
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD1Z,3.04540701489048
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD1P,0.546667122139329
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD1C,0.62723021758187
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S01WD2C,1.60464985284748
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD1B,0.240994904721387
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S01WD2A,1.40406862124488
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S02WD1A,4.90312903140455
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S01WD1P,0.151955478479536
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S01WD1C,0.607821913971534
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD2Z,6.09050676768709
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2022,PA,2022,S01WD1B,0.151955478479536
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD2P,0.0203550472525624
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD2Z,0.987710610183721
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD2C,5.09911082575007
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD2P,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD2A,7.4009721901249
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD2C,1.58033697629929
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD1Z,2.54005683374298
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD2B,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD1P,0.597146452484882
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD2A,1.38279485425187
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD1C,0.67889364934378
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD1Z,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD1B,0.785682493573087
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD1P,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2025,VA,2025,S01WD1A,4.10294931428368
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD1C,0.632134790519717
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD1B,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD2Z,5.50701203374434
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S04WD1A,0.553117941711426
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD2P,2.46646931286468
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD2Z,1.00290615803968
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD2B,2.64072030174076
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD2A,4.45501575925683
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD2P,0.401162463205195
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD1Z,2.98206669387121
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD2C,1.60464985284748
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD2B,0.401162463205195
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD1P,1.38428052080837
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD2A,1.40406862124488
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD1C,4.59640931589903
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD1Z,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD1B,0.919948021576356
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD1P,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S04WD1A,4.61337175709051
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD1C,0.632134790519717
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD1B,0.158033697643277
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S03WD2Z,8.09058386534385
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S03WD1A,0.553117941711426
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S03WD2P,4.39710365131049
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S02WD2Z,0.987710610183721
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S03WD2C,2.17601631086147
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S02WD2P,0.395084244068149
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S03WD2B,2.59541001066313
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S03WD2A,3.63222016182002
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_NY_US_PA,2020,NY,2020,S02WD2C,1.58033697629929
fix_ts40,VAR_FOut,TRD_ELCC_AC_US_VA_US_WV,2024,VA,2024,S03WD1Z,4.60205179223662
